Generation,Average Fitness,Best Fitness
469,0.41311,0.75
470,0.436533,0.9
471,0.456389,0.95
472,0.424579,1.0
473,0.421911,0.8
474,0.462118,0.85
475,0.423626,1.0
476,0.454091,0.95
477,0.482284,0.95
478,0.42421,1.0
479,0.413257,0.8
480,0.447804,1.0
481,0.476237,1.0
482,0.538218,1.0
483,0.479381,1.0
484,0.467385,1.0
485,0.49321,1.0
486,0.539294,1.0
487,0.426238,1.0
488,0.42802,0.858333
489,0.468594,1.0
490,0.483684,1.0
491,0.455575,0.95
492,0.464725,0.8
493,0.455077,1.0
494,0.456669,0.858333
495,0.452644,0.866667
496,0.503127,0.95
497,0.497235,1.0
498,0.55856,0.9
499,0.543583,0.933333
500,0.55554,1.0
501,0.479226,1.0
502,0.530115,1.0
503,0.485221,0.95
504,0.45747,1.0
505,0.456295,0.95
506,0.436988,0.95
507,0.467032,1.0
508,0.429864,0.75
509,0.515376,1.0
510,0.453144,0.875
511,0.497142,1.0
512,0.505958,1.0
513,0.493702,1.0
514,0.454181,0.8
515,0.389138,1.0
516,0.467393,0.9
517,0.445916,1.0
518,0.505456,1.0
519,0.475631,1.0
520,0.462471,1.0
521,0.444186,0.925
522,0.44311,0.808333
523,0.473981,1.0
524,0.453744,1.0
525,0.48143,0.9
526,0.448656,0.9
527,0.461858,1.0
528,0.463041,1.0
529,0.480291,1.0
530,0.467481,0.9
531,0.439771,0.8
532,0.48023,0.816667
533,0.517439,1.0
534,0.50006,0.9
535,0.470062,1.0
536,0.477525,0.9
537,0.420513,0.766667
538,0.490646,1.0
539,0.546377,1.0
540,0.447364,1.0
541,0.514164,1.0
542,0.47275,0.883333
543,0.450993,1.0
544,0.479581,1.0
545,0.462579,0.933333
546,0.489996,1.0
547,0.420303,0.741667
548,0.531746,1.0
549,0.49484,0.95
550,0.44755,1.0
551,0.456509,1.0
552,0.542922,1.0
553,0.488485,0.925
554,0.51484,0.85
555,0.475869,0.95
556,0.428399,1.0
557,0.477438,0.85
558,0.505402,0.95
559,0.436624,1.0
